age,gender,daily_screen_time_hours,phone_usage_hours,laptop_usage_hours,tablet_usage_hours,tv_usage_hours,social_media_hours,work_related_hours,entertainment_hours,gaming_hours,sleep_duration_hours,mood_rating,physical_activity_hours_per_week,location_type,uses_wellness_apps,eats_healthy,caffeine_intake_mg_per_day,mindfulness_minutes_per_day
25,1,5.8,0.2,2.4,0.4,1.1,4.0,3.2,2.2,2.0,7.2,6,2.8,Urban,0,1,128.3,11.2
35,0,5.8,2.8,2.2,1.5,1.3,1.0,1.5,2.6,1.9,7.0,10,4.4,Urban,1,0,168.8,12.6
37,1,6.6,3.7,2.2,0.7,3.4,1.5,1.1,4.1,0.0,8.3,10,2.5,Urban,1,1,193.8,19.3
47,2,8.4,0.4,0.4,0.3,0.9,3.2,2.9,1.5,2.2,4.7,1,4.0,Rural,1,0,169.5,0.0
53,0,8.2,3.4,3.1,1.3,1.6,2.7,0.4,1.7,0.9,8.2,7,2.2,Urban,0,1,121.8,7.4
42,1,4.8,4.4,3.2,1.0,0.2,0.4,1.6,3.5,1.6,7.1,7,1.6,Rural,0,0,138.1,14.4
29,1,3.4,0.8,2.5,0.8,2.4,1.9,2.1,4.8,0.8,4.9,5,5.2,Urban,0,1,117.7,24.0
61,1,3.5,5.5,0.5,1.8,1.3,3.7,2.6,5.7,1.1,8.7,9,3.6,Urban,0,1,133.4,9.7
32,0,4.5,1.5,1.9,1.7,2.7,2.0,3.0,0.6,2.5,6.4,2,4.5,Urban,1,1,137.2,5.2
60,0,5.3,3.9,3.4,0.9,0.0,3.7,3.2,2.0,1.5,5.1,5,2.6,Rural,0,1,170.8,26.2
37,0,6.6,2.9,1.4,1.4,1.4,3.8,1.6,1.2,2.5,7.7,2,4.6,Urban,0,1,115.5,16.4
34,1,4.4,3.1,3.2,0.0,1.6,0.9,3.1,3.6,1.1,5.2,2,0.9,Rural,1,1,197.7,21.0
25,1,6.6,1.1,2.1,1.5,2.4,1.6,2.6,2.6,1.0,7.9,9,1.2,Urban,0,1,148.8,0.3
31,1,6.7,4.9,2.7,0.5,0.9,2.8,2.9,3.6,1.2,6.3,7,4.9,Urban,1,1,107.3,14.2
61,0,6.3,3.5,1.6,0.3,2.3,0.2,1.2,2.0,0.0,6.1,4,2.9,Suburban,1,1,169.4,1.3
48,0,3.7,5.4,2.1,0.1,1.0,1.7,2.8,3.4,0.0,4.9,8,2.5,Urban,1,0,144.0,0.0
24,1,6.9,1.1,2.4,0.1,1.6,2.7,1.8,2.3,0.4,5.2,4,1.2,Urban,1,0,127.0,14.7
53,1,10.2,2.7,0.9,1.5,2.4,1.3,2.1,2.7,2.2,6.7,1,4.6,Rural,1,0,220.8,15.2
31,0,6.5,3.3,2.3,1.3,0.6,2.7,2.2,1.8,2.6,4.5,10,6.7,Urban,0,0,134.4,6.1
24,0,0.1,3.1,0.0,0.6,2.2,1.3,4.5,4.3,0.0,7.3,3,4.2,Suburban,0,1,127.3,21.5
21,0,8.5,4.0,1.4,1.4,1.8,1.3,0.9,0.9,2.5,5.9,10,2.1,Urban,1,0,198.0,7.0
19,0,4.6,2.7,2.5,0.7,1.2,2.9,3.4,2.4,0.6,6.0,1,5.8,Urban,0,0,175.2,7.8
40,1,10.5,6.2,3.1,1.2,0.8,3.6,3.7,4.8,0.0,7.2,2,3.7,Urban,1,0,187.7,9.7
26,1,6.2,3.1,2.5,0.8,0.0,1.1,3.0,4.2,2.3,6.3,2,2.1,Suburban,0,0,121.8,8.1
43,0,2.6,0.0,0.6,0.9,1.4,0.5,1.4,1.4,0.7,8.0,7,5.6,Suburban,0,0,161.0,20.2
64,0,1.9,3.1,3.0,0.5,1.2,2.0,4.0,1.5,3.8,4.0,4,2.6,Suburban,0,1,80.7,1.7
31,1,9.1,4.9,0.9,0.6,2.1,2.6,1.6,3.2,0.5,7.5,10,0.1,Suburban,0,1,54.0,4.0
59,0,8.2,1.6,2.6,1.3,2.0,1.1,2.8,3.3,0.9,6.5,9,2.4,Urban,1,0,120.5,0.5
28,0,10.5,1.5,0.9,1.4,2.6,4.0,2.1,4.0,0.2,5.7,2,4.1,Urban,1,0,152.4,25.1
17,0,6.0,1.7,1.2,0.8,2.6,1.8,1.6,0.7,1.3,7.6,9,1.6,Urban,0,1,270.0,7.4
47,0,5.9,1.4,1.0,0.2,4.7,1.1,2.7,4.2,2.0,7.2,6,0.0,Suburban,1,1,212.5,3.9
24,1,5.2,2.3,2.1,2.2,2.0,4.3,4.3,1.3,0.0,6.8,10,5.9,Suburban,0,0,95.3,7.7
37,0,4.7,4.4,1.8,1.0,0.6,3.5,2.3,4.2,1.9,6.2,8,9.0,Urban,1,0,193.8,16.8
64,0,5.2,5.3,2.5,1.2,2.3,1.1,4.4,0.4,0.8,5.7,7,2.0,Urban,1,0,82.7,15.3
33,0,6.4,0.0,2.0,0.4,3.1,3.3,1.8,1.1,0.3,5.2,8,1.7,Suburban,0,0,226.7,5.4
48,0,4.3,2.4,0.5,1.6,2.0,1.2,2.1,4.7,0.0,8.1,9,0.3,Rural,0,0,124.7,6.8
35,0,2.7,3.5,2.3,1.7,0.0,2.9,0.5,4.8,2.2,7.5,8,1.4,Suburban,1,1,121.3,0.0
28,1,6.3,3.3,0.2,0.1,2.1,4.1,1.3,2.6,1.5,7.2,6,0.0,Urban,1,1,201.0,11.1
51,0,4.3,5.8,1.1,0.9,0.9,0.5,1.7,2.1,0.6,6.0,8,0.4,Suburban,1,0,122.0,20.3
57,0,0.0,0.0,1.6,0.9,0.2,1.4,1.6,2.5,2.0,8.9,8,3.0,Suburban,1,1,237.4,5.3
54,0,7.1,0.0,1.6,2.2,1.7,1.4,0.8,3.0,1.7,5.7,2,0.0,Urban,1,1,121.5,15.1
51,0,3.8,6.1,0.4,1.7,0.0,2.3,1.1,3.2,2.1,6.0,2,0.1,Suburban,0,1,194.4,5.3
26,0,7.3,4.1,3.4,0.3,2.5,2.6,1.7,2.1,2.8,8.7,1,3.4,Urban,1,1,155.8,1.2
43,0,7.3,2.1,3.6,0.6,2.2,1.9,3.4,0.0,1.4,6.4,10,1.8,Urban,0,1,183.9,15.4
17,0,6.6,3.3,4.3,0.6,1.4,0.0,0.2,1.8,3.1,8.6,2,3.7,Rural,0,0,99.6,28.8
47,1,11.0,3.4,3.1,1.2,0.9,0.5,0.0,0.5,2.6,7.0,7,2.3,Rural,1,0,58.3,14.3
35,1,5.7,2.1,1.6,1.8,1.3,0.9,0.0,3.5,2.0,5.9,3,2.6,Urban,0,1,103.1,6.7
41,0,5.4,3.2,1.6,1.1,0.5,2.7,1.0,3.0,0.0,6.3,4,4.6,Urban,0,0,129.8,7.2
55,0,7.4,3.5,1.5,1.3,1.4,0.3,2.8,2.4,1.3,5.6,4,1.9,Suburban,1,1,140.0,25.3
23,1,5.9,6.0,4.0,0.7,0.0,0.9,1.6,2.2,1.4,7.3,4,4.4,Urban,0,1,125.8,12.5
30,1,8.3,4.4,1.9,1.2,1.6,0.6,1.6,5.1,1.4,8.0,2,2.2,Urban,1,0,43.2,3.9
59,0,3.5,5.6,3.3,0.8,1.6,2.4,1.5,4.0,1.1,7.1,6,1.4,Urban,1,1,118.1,9.5
24,1,3.5,1.0,3.2,0.2,2.3,3.4,0.0,2.8,1.8,6.8,1,0.9,Suburban,0,1,152.0,11.7
21,1,7.5,2.5,2.2,1.2,1.8,2.2,3.0,1.8,2.0,5.3,5,0.0,Urban,0,0,137.8,13.8
22,1,3.7,3.4,0.5,1.0,2.5,4.4,3.6,4.2,0.0,7.8,2,0.5,Suburban,1,0,131.3,22.1
56,1,7.2,0.1,1.9,0.5,2.0,2.2,1.6,2.6,2.6,7.5,9,0.0,Urban,0,1,127.0,20.2
29,1,6.7,4.8,2.1,1.8,2.5,1.9,2.1,1.7,0.0,6.8,2,1.0,Rural,0,0,152.8,11.6
50,1,4.6,4.0,3.3,0.6,4.1,1.1,2.1,1.7,0.8,6.1,6,4.6,Rural,1,0,97.6,9.7
19,1,6.7,2.4,2.0,1.3,1.9,2.2,0.7,3.4,0.3,6.6,4,3.0,Suburban,1,0,137.7,13.2
58,0,3.5,2.7,0.8,0.8,1.7,1.0,1.5,3.7,0.5,5.4,6,2.2,Urban,0,1,129.6,5.1
25,0,4.0,4.9,3.0,1.8,2.7,0.8,4.1,3.3,2.3,4.7,2,1.6,Urban,1,1,87.6,17.8
52,0,5.5,1.8,1.8,0.9,1.0,0.8,2.0,3.4,1.3,6.1,2,2.8,Suburban,1,1,140.9,8.4
54,1,6.2,4.9,0.0,0.2,1.4,1.7,2.3,2.1,1.9,5.5,7,3.1,Rural,0,0,50.7,13.9
21,1,5.4,2.6,2.3,1.4,1.9,1.4,1.2,1.8,1.8,5.9,3,0.8,Urban,1,1,116.1,23.7
62,0,6.9,4.1,2.5,1.8,1.6,5.2,1.5,2.7,0.0,5.9,3,3.9,Urban,0,0,166.8,14.4
39,1,6.8,3.1,1.2,0.8,1.6,2.3,2.8,2.4,0.6,6.4,7,2.3,Urban,0,0,170.6,11.8
14,0,9.1,6.3,1.8,1.3,2.4,2.2,1.0,1.2,1.9,6.3,8,3.6,Urban,1,0,150.7,5.9
17,0,5.8,1.7,2.7,1.1,0.0,1.3,3.9,2.5,1.9,3.0,7,2.9,Urban,1,0,161.2,9.4
41,0,8.4,2.1,2.3,0.8,3.5,5.7,0.1,3.4,0.0,6.9,3,0.2,Rural,0,0,181.0,0.9
49,1,7.8,0.7,0.4,1.4,2.0,0.9,1.2,2.0,2.2,6.7,3,5.6,Urban,1,0,155.2,14.3
50,1,10.6,1.4,3.3,0.6,1.1,1.4,0.2,4.6,1.8,7.7,7,3.0,Urban,0,0,208.8,0.0
31,0,5.7,4.1,3.7,1.0,3.1,3.2,3.6,0.9,0.2,6.2,3,2.3,Rural,0,1,43.9,17.7
20,1,5.2,5.4,1.5,1.1,1.6,2.2,2.0,1.4,1.6,7.8,2,4.2,Urban,0,0,191.2,15.9
60,0,8.5,4.2,0.1,1.1,1.6,0.5,1.7,1.8,1.0,6.3,7,0.7,Rural,0,1,41.3,10.8
57,0,6.8,3.0,2.8,0.6,1.3,2.0,2.5,3.6,1.7,6.9,3,0.0,Urban,0,1,118.7,5.7
13,2,8.6,1.7,1.3,2.0,3.0,2.8,3.7,2.8,0.0,5.4,5,4.1,Rural,1,0,186.5,9.9
34,1,7.4,4.3,2.5,1.6,1.5,2.6,2.3,1.3,0.8,7.9,7,5.3,Urban,0,1,181.0,0.0
64,0,1.8,1.6,4.2,1.5,0.9,2.8,3.4,0.1,2.4,8.1,2,3.6,Rural,0,0,101.5,16.6
29,0,6.8,1.0,0.5,1.7,2.5,4.6,1.6,1.0,1.7,8.8,8,4.6,Urban,1,0,147.6,8.7
19,1,6.6,2.5,1.2,1.0,2.7,2.3,0.8,0.2,2.0,5.8,2,0.5,Urban,0,0,120.2,22.1
37,1,6.3,0.0,1.8,0.8,3.1,3.0,2.3,3.6,1.0,7.1,4,2.3,Urban,1,1,192.4,13.1
57,0,5.7,0.9,3.3,0.5,2.1,0.0,1.2,1.1,1.8,4.8,4,1.7,Urban,0,1,146.1,11.9
16,1,2.8,5.8,5.6,0.6,2.6,4.2,2.8,3.4,1.0,4.2,8,5.1,Urban,0,1,117.6,13.2
48,1,7.7,0.6,2.2,0.5,1.2,2.1,1.5,3.2,0.3,7.2,1,4.0,Rural,1,0,169.1,2.2
18,1,6.7,1.2,0.4,0.7,2.5,1.0,1.9,4.0,0.9,6.4,9,5.1,Urban,0,0,179.0,6.4
43,0,8.2,3.1,1.7,1.1,2.2,1.8,0.0,1.6,2.7,5.0,6,1.8,Suburban,0,1,140.2,11.1
31,0,2.9,3.2,1.2,1.5,2.0,2.8,1.9,3.0,2.3,6.7,4,0.7,Urban,0,1,182.7,7.6
56,0,7.0,2.6,2.7,1.4,0.0,3.2,1.7,2.7,0.2,7.6,6,5.7,Rural,0,1,228.1,5.4
51,1,5.5,0.0,2.4,0.4,1.1,1.9,3.4,2.7,0.8,6.6,6,3.1,Suburban,1,0,46.0,7.7
39,1,6.3,4.3,1.0,1.3,1.5,2.7,3.0,2.5,0.3,8.0,9,5.1,Rural,0,0,210.3,10.4
22,0,5.6,2.3,1.2,1.6,2.0,1.7,2.0,3.6,1.4,5.7,4,2.9,Urban,0,0,221.6,28.5
38,0,7.1,4.8,1.6,0.9,3.9,2.6,0.0,3.5,2.2,7.8,8,7.4,Urban,0,1,172.5,7.4
31,1,5.7,2.0,1.8,1.6,2.4,2.2,1.5,2.5,3.2,6.0,1,5.4,Urban,0,0,134.4,4.6
51,0,3.9,4.5,2.0,1.4,0.7,2.4,3.4,1.9,0.0,8.0,6,2.7,Suburban,1,0,72.1,8.8
15,2,6.2,4.9,2.0,0.4,1.0,1.6,1.8,1.8,2.1,5.0,5,3.0,Suburban,1,1,152.1,22.0
57,0,5.6,2.3,3.2,2.1,2.9,2.5,0.7,2.5,1.2,6.8,3,3.0,Suburban,0,0,129.9,22.6
25,0,5.8,4.3,1.6,0.6,1.0,1.0,3.4,2.8,0.8,6.8,4,0.7,Urban,0,1,80.4,25.6
62,2,0.0,1.0,1.5,1.5,2.5,2.2,0.1,2.4,0.3,7.1,8,2.0,Suburban,0,1,117.2,10.5
40,1,7.4,3.4,0.7,1.5,1.6,1.2,1.9,0.8,3.0,6.1,10,1.9,Rural,0,0,148.0,15.1
32,0,5.4,4.8,1.8,0.4,1.3,0.8,2.7,2.1,0.0,7.0,2,3.5,Urban,0,1,163.5,1.6
40,2,3.3,3.8,2.3,1.1,1.0,1.2,2.2,1.8,0.7,6.3,8,1.4,Urban,0,1,98.8,7.2
20,1,7.8,6.6,0.3,1.5,0.0,1.8,0.5,2.5,1.6,5.9,7,2.7,Suburban,1,0,31.0,1.1
53,0,7.3,3.9,1.7,0.4,2.0,1.4,0.9,5.8,1.7,8.2,1,2.3,Urban,0,1,137.2,13.8
51,0,5.3,2.5,3.2,1.0,0.4,2.5,1.2,3.1,2.4,6.6,2,3.2,Suburban,1,1,104.1,10.3
13,0,3.7,7.3,2.6,1.5,0.1,2.1,2.9,4.1,0.3,4.7,7,5.9,Suburban,0,1,128.2,11.8
15,0,6.4,5.5,2.4,1.5,1.7,3.2,2.2,1.6,1.8,5.7,3,5.2,Rural,1,1,47.7,3.2
25,2,6.2,0.6,2.6,0.8,2.5,1.9,1.5,2.5,1.1,8.2,2,0.4,Rural,1,0,134.0,16.8
40,0,7.8,1.8,1.4,1.8,0.0,2.2,2.5,4.1,1.2,5.4,1,2.9,Suburban,0,0,168.6,0.0
61,1,5.1,1.4,1.3,1.7,2.5,4.2,1.1,0.4,0.7,7.1,7,2.4,Urban,1,1,127.8,8.0
37,0,8.4,4.0,3.3,1.1,0.6,1.5,2.9,2.2,1.4,5.7,3,1.7,Urban,0,0,155.2,9.1
45,1,4.9,3.9,2.8,0.7,2.1,1.7,2.5,3.3,1.1,4.8,6,7.3,Rural,1,1,135.3,0.0
50,1,3.3,3.8,1.3,0.4,2.1,3.4,1.7,2.4,0.8,7.1,10,1.9,Suburban,1,0,51.4,13.1
18,0,3.7,0.6,0.1,1.2,1.3,0.9,1.8,1.8,0.7,6.1,8,2.1,Suburban,0,1,154.1,8.6
56,0,5.9,2.0,1.3,1.7,1.5,3.6,1.6,1.8,1.6,8.4,6,6.5,Urban,1,0,110.8,14.5
57,1,5.9,2.8,2.5,0.9,1.1,1.7,3.2,2.9,0.0,7.9,7,4.9,Urban,0,1,83.8,26.0
44,2,6.7,0.3,1.3,0.6,1.8,1.0,2.3,0.5,1.0,8.0,6,2.1,Urban,0,1,183.9,12.6
57,0,5.8,1.7,2.3,1.4,1.8,3.1,1.7,2.7,0.4,7.8,7,4.5,Urban,0,1,163.5,17.8
59,0,8.0,5.0,3.4,1.1,0.6,1.7,0.8,3.4,1.1,7.3,5,2.5,Suburban,0,0,119.4,21.0
33,1,5.5,0.7,1.9,1.3,0.1,4.2,2.7,2.0,1.1,4.9,9,2.7,Suburban,1,0,142.2,13.9
28,2,2.0,5.2,2.2,0.7,2.5,2.1,2.7,0.5,2.1,6.2,3,1.4,Urban,0,1,158.0,3.1
33,2,5.8,4.6,2.7,0.8,1.7,2.1,1.4,1.8,1.9,7.3,6,0.0,Suburban,1,1,65.1,0.0
23,0,2.0,2.6,0.9,0.7,2.4,1.3,1.5,2.3,1.5,6.2,9,0.2,Rural,0,0,93.0,13.0
49,1,6.5,2.0,1.2,1.2,0.8,1.8,1.9,1.1,1.4,6.5,1,0.8,Suburban,1,0,95.4,6.8
48,1,8.1,4.2,2.7,0.8,0.7,1.7,0.6,2.5,1.0,7.4,5,3.8,Suburban,0,0,174.9,20.3
47,1,4.0,1.8,2.0,1.3,0.5,3.6,2.1,2.7,1.0,7.8,4,3.3,Urban,0,1,228.3,6.2
31,1,8.8,1.9,2.1,0.7,1.3,2.3,0.0,4.1,0.0,5.4,9,5.2,Rural,1,0,179.6,9.9
32,1,7.7,3.0,2.0,1.2,1.7,2.8,0.5,2.3,1.9,7.3,1,0.6,Urban,1,0,155.9,0.7
30,2,8.4,0.0,3.0,1.4,1.0,2.1,1.4,2.6,1.5,7.2,4,6.6,Rural,1,0,98.6,7.2
59,0,6.4,0.8,2.4,1.2,3.1,1.5,1.2,1.8,2.4,5.3,1,6.4,Suburban,0,1,187.0,2.5
53,1,4.0,2.5,2.4,1.5,0.9,2.4,2.5,1.9,0.6,6.0,3,3.1,Rural,0,1,131.9,3.2
61,1,7.6,3.7,3.2,0.8,1.7,3.9,2.3,3.4,2.5,6.7,4,1.6,Rural,0,0,99.4,9.6
26,1,4.8,1.8,3.6,1.3,0.6,0.7,3.7,2.2,1.0,8.2,1,1.7,Suburban,0,0,186.1,5.1
27,1,6.2,2.7,4.2,1.1,0.8,2.5,2.1,3.6,0.6,6.0,5,3.4,Urban,0,1,216.5,31.0
43,1,5.7,0.6,1.4,0.6,1.4,3.8,2.2,2.4,2.7,7.0,6,6.8,Urban,0,0,186.9,16.7
13,1,8.2,4.4,4.5,0.0,0.7,1.0,0.6,1.0,1.6,7.9,1,2.8,Urban,0,0,268.9,18.7
15,0,7.5,3.3,0.9,0.2,1.6,3.1,0.6,1.6,2.9,8.7,10,0.0,Urban,1,1,112.1,9.1
28,2,5.8,3.5,3.9,0.0,1.9,3.1,2.1,5.6,1.4,6.8,10,6.8,Urban,1,1,126.6,10.8
35,1,2.1,3.7,1.4,1.2,2.6,0.4,2.1,2.4,2.0,4.0,4,2.2,Suburban,0,1,106.0,6.6
23,1,4.7,3.1,1.9,0.8,0.4,3.3,2.3,0.4,2.2,7.6,4,5.9,Urban,0,0,105.7,31.0
24,0,7.4,2.3,2.0,1.0,1.7,1.3,3.5,1.0,0.9,6.8,1,4.3,Urban,0,0,219.9,9.1
22,1,6.6,4.7,1.1,0.9,1.4,2.4,0.7,1.6,1.5,5.5,2,2.7,Rural,0,1,94.6,5.2
44,1,3.0,3.2,2.1,1.3,0.0,3.2,4.0,1.3,1.4,7.4,10,4.9,Suburban,1,0,122.6,4.0
28,0,2.4,2.8,1.2,1.3,0.4,3.4,0.2,1.1,2.0,8.7,5,1.5,Rural,1,0,213.0,12.7
20,1,6.4,3.0,0.8,1.0,2.0,0.2,2.4,4.4,0.1,6.8,2,2.4,Urban,1,0,169.3,21.4
50,0,3.9,3.0,2.0,1.1,0.1,4.1,0.5,3.4,1.8,4.6,3,1.9,Suburban,0,1,99.2,18.7
24,0,4.1,2.7,3.6,1.1,1.4,3.7,2.9,2.2,2.1,8.2,9,2.6,Urban,1,1,146.0,3.9
36,1,7.3,3.7,1.7,1.7,0.0,3.3,0.2,1.7,0.5,6.5,5,4.1,Urban,0,0,65.1,3.8
40,1,8.4,1.6,2.9,0.0,1.4,2.4,0.0,2.3,0.3,7.4,1,4.1,Suburban,1,0,139.9,20.0
20,0,4.5,1.7,1.2,0.7,0.0,1.5,2.2,4.8,0.0,6.6,5,0.0,Urban,0,1,153.8,26.8
40,1,5.9,3.8,0.7,1.4,0.9,0.7,1.9,1.4,3.3,7.0,3,1.9,Urban,0,1,157.0,8.8
48,1,5.9,2.8,2.5,1.6,1.1,0.1,3.3,0.4,0.5,7.3,1,2.3,Suburban,0,1,243.9,19.7
38,0,5.7,4.5,3.8,1.2,1.6,2.8,2.1,3.4,2.6,7.5,3,4.2,Suburban,0,0,187.2,0.0
20,0,6.1,3.6,2.2,0.9,1.2,3.3,1.1,3.8,1.0,6.7,6,0.2,Suburban,0,0,91.5,3.3
62,1,7.5,2.2,2.8,1.9,0.3,1.9,1.4,4.4,2.3,5.6,10,4.4,Urban,1,1,155.4,1.9
40,0,4.7,3.9,3.5,1.1,0.3,1.4,5.9,2.0,1.8,6.7,5,0.7,Urban,0,1,146.7,13.3
40,1,2.9,4.8,2.0,1.0,0.0,2.1,1.0,2.1,3.3,7.4,1,3.5,Urban,1,0,243.3,8.6
49,0,9.4,3.7,1.8,1.7,1.7,1.2,2.6,5.1,2.6,5.6,2,5.2,Rural,1,1,127.9,11.9
53,0,8.2,4.0,2.5,1.2,1.7,2.0,2.5,3.3,1.4,5.2,5,0.5,Rural,1,0,156.5,19.8
48,0,3.8,2.7,2.7,1.5,2.2,1.2,2.7,2.4,1.5,8.1,9,3.5,Urban,0,0,163.4,4.8
39,0,6.3,4.5,0.6,1.5,1.0,2.7,2.6,3.2,1.9,8.5,5,2.6,Urban,1,0,96.5,10.8
29,2,8.0,2.1,2.3,0.8,0.0,3.5,1.7,1.9,3.9,6.5,5,1.0,Suburban,0,1,73.8,0.0
21,1,7.5,3.5,2.0,1.9,1.2,2.6,0.0,2.9,1.3,7.2,1,0.6,Urban,0,0,138.7,19.3
45,0,6.9,6.9,1.2,0.0,1.5,1.9,2.2,2.9,0.0,7.0,5,1.6,Rural,1,0,183.3,18.8
32,1,5.7,3.8,1.9,0.0,0.3,3.2,2.0,3.6,1.4,3.9,8,1.4,Suburban,0,0,84.4,12.9
25,1,9.5,2.4,0.8,0.7,0.4,2.0,2.1,1.2,0.6,6.7,9,2.6,Urban,1,1,145.0,11.0
40,1,6.4,2.4,0.5,0.8,2.0,3.1,2.7,3.0,1.4,8.3,10,2.1,Urban,0,1,116.5,5.9
60,2,5.0,2.9,2.1,1.2,1.6,1.2,1.5,1.0,2.4,5.1,3,3.8,Suburban,0,0,53.2,0.0
41,2,7.7,4.3,2.9,0.7,2.6,1.4,1.3,4.9,1.7,5.0,4,4.6,Urban,0,0,161.7,12.4
25,1,6.2,3.2,1.7,1.0,3.2,0.8,3.1,2.0,0.6,5.6,7,0.0,Suburban,1,1,170.5,16.0
58,1,6.7,2.0,1.0,0.9,0.0,1.4,1.6,0.3,1.0,5.9,7,2.5,Urban,1,0,183.5,26.2
47,0,6.4,2.0,1.2,2.0,1.1,3.2,1.4,6.1,0.1,7.3,1,1.1,Urban,0,0,189.2,6.9
18,1,7.0,3.2,2.5,0.6,1.6,1.0,1.3,1.8,2.5,8.1,6,0.8,Suburban,0,1,145.0,12.2
30,1,4.0,3.1,3.7,0.2,1.9,0.0,2.7,2.6,2.0,8.1,9,0.0,Urban,0,0,170.0,18.9
63,0,3.1,3.7,2.8,1.6,2.5,1.5,1.7,0.3,0.1,7.3,5,0.0,Urban,0,1,159.4,19.2
17,0,8.9,4.4,3.3,0.6,2.2,0.6,4.7,2.4,3.7,4.6,8,2.0,Urban,1,0,21.3,5.0
59,2,6.5,7.1,1.0,1.0,2.6,1.4,2.1,4.7,1.0,4.6,10,3.8,Suburban,1,0,75.0,7.8
37,1,7.5,0.8,1.9,0.7,1.6,4.5,0.6,3.4,1.5,7.4,9,3.8,Suburban,1,0,113.0,5.8
14,1,2.5,4.0,3.0,1.4,0.9,0.9,1.5,0.3,0.9,4.6,10,0.9,Urban,0,1,152.6,2.8
22,0,8.1,3.1,0.6,0.3,3.4,2.8,2.8,1.5,1.6,7.2,10,0.7,Suburban,0,0,163.4,21.8
42,0,5.0,0.2,1.3,0.0,1.7,1.9,1.3,3.7,1.3,6.8,3,3.5,Urban,0,1,182.6,10.5
62,0,4.4,4.9,2.9,1.6,1.3,2.4,2.0,3.3,0.0,5.9,1,2.1,Urban,0,0,183.7,9.4
57,0,5.9,3.6,2.3,1.1,0.4,1.4,3.2,1.9,2.4,3.4,2,4.8,Suburban,0,0,159.3,12.0
17,1,4.0,4.2,1.0,1.5,1.7,3.4,3.4,3.0,0.4,6.7,5,0.8,Suburban,1,1,174.6,10.4
45,0,6.0,0.5,0.4,1.6,2.5,2.5,1.4,0.9,2.1,7.1,10,0.0,Urban,0,1,226.7,8.2
13,1,5.7,2.7,3.3,0.5,1.0,2.5,1.7,0.8,1.0,5.8,7,4.2,Urban,0,1,170.5,3.9
30,1,8.1,1.4,0.0,1.0,1.4,2.1,2.1,0.0,1.3,5.2,6,0.0,Urban,0,1,148.3,22.5
44,0,9.0,6.2,2.6,1.3,1.7,3.5,3.6,3.7,1.7,6.9,4,0.1,Rural,1,0,172.9,5.4
59,1,9.0,4.7,1.5,0.9,2.0,2.7,0.7,2.4,1.3,4.8,9,1.7,Urban,1,0,190.8,2.6
61,1,1.5,2.0,3.0,0.8,1.2,2.4,2.4,2.5,1.9,7.2,4,2.4,Urban,0,0,227.5,9.4
23,0,4.1,0.7,1.0,0.9,1.1,2.8,2.1,0.0,0.5,7.8,3,4.2,Urban,1,1,95.3,27.3
33,0,1.5,3.3,4.6,1.5,1.0,0.0,0.9,2.4,2.2,4.1,5,1.0,Urban,0,1,68.0,3.4
38,0,3.6,4.6,2.4,0.9,0.4,2.2,3.5,3.2,0.2,5.9,4,5.6,Suburban,0,0,160.4,15.7
37,1,4.7,0.4,2.6,1.3,0.7,1.9,3.2,0.0,0.3,6.4,2,0.0,Urban,0,0,77.7,8.0
34,0,6.8,1.6,1.2,1.2,0.7,3.4,3.8,2.6,1.8,6.5,3,2.3,Suburban,0,0,137.5,12.0
39,1,5.0,1.3,1.9,0.5,0.0,1.2,3.4,2.4,2.2,5.4,7,4.7,Urban,0,0,240.5,17.4
61,1,5.0,4.3,1.9,1.2,2.5,2.2,2.0,1.9,1.5,4.9,2,4.8,Urban,1,0,150.2,0.0
25,2,6.4,2.4,3.8,0.2,1.9,4.3,2.7,4.2,2.7,5.9,1,0.0,Urban,0,0,150.7,2.8
45,0,2.6,2.5,2.4,1.2,1.6,2.0,2.4,3.9,0.4,7.3,2,8.4,Urban,0,0,130.0,17.3
46,0,4.3,3.3,2.5,1.4,2.8,0.4,0.9,6.8,0.0,7.2,8,2.4,Urban,0,0,225.3,10.8
53,1,5.0,1.7,2.5,1.6,2.2,4.6,0.4,0.9,2.0,7.2,8,3.6,Suburban,1,1,171.2,11.7
47,0,5.6,0.8,2.6,0.5,0.7,1.1,2.4,3.1,1.3,8.0,10,2.3,Suburban,1,1,126.6,15.7
13,0,6.2,5.1,0.6,0.7,2.7,0.8,2.1,4.4,2.0,5.2,2,7.3,Urban,0,0,224.0,2.9
33,0,9.0,5.2,4.0,1.1,2.5,0.8,1.6,1.6,0.2,6.0,6,5.6,Urban,0,1,159.3,18.4
60,0,7.8,3.3,1.1,0.8,0.4,2.9,1.9,4.7,0.8,6.3,7,7.2,Urban,0,0,129.3,16.6
18,1,4.5,3.4,2.0,0.0,2.4,3.6,4.1,3.0,2.9,3.0,1,3.9,Suburban,0,0,45.6,11.9
40,1,5.5,4.9,3.5,0.7,1.0,4.1,0.0,0.2,1.0,6.8,7,4.8,Rural,0,1,156.9,13.7
29,0,5.3,3.2,3.9,1.1,2.5,2.0,2.8,0.8,2.6,6.5,8,0.9,Rural,0,0,127.4,19.3
17,1,5.0,2.4,2.8,1.5,1.2,0.8,3.0,1.7,2.0,5.1,9,2.5,Suburban,1,0,134.3,5.2
